,Product ID,Company,Product Name,Price,Rating,Total Ratings,Total Questions Answered,Specifications,Link
115,116,vivo,vivo Y36 - 8GB RAM - 128GB ROM - 50 + 2 MP Rear Camera - 5000mAh Battery,"Rs. 64,999",4.4,25,29,"['Basic', 'Processor', 'Snapdragon 680', 'RAM & ROM', '8 GB + 128 GB', 'Battery', '5000 mAh (TYP)', 'Charging Power', '44W', 'Color', 'Meteor Black', 'Vibrant Gold', 'Operating System', 'Funtouch OS 13 (Based on Android 13)']",https://www.daraz.pk/products/vivo-y36-8gb-ram-128gb-rom-50-2-mp-rear-camera-5000mah-battery-i426929362-s2026252148.html?search=1
116,117,Samsung,"Samsung Galaxy A14 - 6.6"" Inch Display - 6GB RAM - 128GB ROM","Rs. 55,850",5.0,4,8,['1 Year Brand Warranty'],https://www.daraz.pk/products/samsung-galaxy-a14-66-inch-display-6gb-ram-128gb-rom-i422792413-s2000981936.html?search=1
117,118,Xiaomi,"Xiaomi Poco X5 Pro - 6.67"" Inch FHD+ Display - 8GB RAM -256GB ROM","Rs. 110,750",5.0,1,1,['1 Year Brand Warranty'],https://www.daraz.pk/products/xiaomi-poco-x5-pro-667-inch-fhd-display-8gb-ram-256gb-rom-i433110695-s2073416622.html?search=1
118,119,itel,itel S23 6.6″ HD+ Display | Up to 16+256GB Storage with Memory Fusion | Color Changing Design | 50 MP AI Camera,"Rs. 33,499",4.9,10,12,"['6.6"" HD+ IPS Display']",https://www.daraz.pk/products/s23-66-hd-16-256gb-50-mp-ai-i434062784-s2082218778.html?search=1
119,120,Infinix,Infinix Note 30 Pro || 8GB RAM 256Gb ROM || 108MP Triple Camera || 5000mAh Battery (Fast Charging 68W ) || PTA Approved || 1 Year Brand Warranty,"Rs. 63,999",-,No,17,"['InfinixNote 30 Pro detailed specifications Build OS Android 13 OS UI XOS 13 Dimensions 162.7 x 76 x 8.2 mm Weight 203 g SIM Dual Sim, Dual Standby (Nano-SIM) Colors Magic Black, Variable Gold Frequency 2G Band SIM1: GSM 850 / 900 / 1800 / 1900']",https://www.daraz.pk/products/infinix-note-30-pro-8gb-ram-256gb-rom-108mp-triple-camera-5000mah-battery-fast-charging-68w-pta-approved-1-year-brand-warranty-i429065827-s2046368581.html?search=1
120,121,Infinix,Infinix Note 30 Pro - 6.67 Inch Display - 8GB + 8GB RAM - 256GB ROM,"Rs. 63,899",4.0,4,25,['1 Year Brand Warranty'],https://www.daraz.pk/products/infinix-note-30-pro-667-inch-display-8gb-8gb-ram-256gb-rom-i428486750-s2045900698.html?search=1
121,122,Infinix,"Infinix Note 30 Pro , 8GB RAM 256GB ROM , 108MP Main Camera , Fingerprint , 5000mAh Fast Charging","Rs. 69,999",5.0,3,104,"['ProcessorCPUOcta-core (2 x 2.2 GHz Cortex-A76 + 6 x 2.0 GHz Cortex-A55) ChipsetMediatek MT8781 Helio G99 (6nm) GPUMali-G57 MC2 DisplayTechnologyAMOLED Capacitive Touchscreen, 1B, Multitouch Size6.67 Inches Resolution1080 x 2400 Pixels (~395 PPI) Extra Features120Hz, 900 nits (peak) MemoryBuilt-in256GB Built-in, 8GB RAM, UFS 2.2 CardmicroSDXC (dedicated slot) CameraMainTriple Camera: 108 MP, (wide), 1/1.67"", PDAF + 2 MP, (macro) + 2 MP, (depth), Quad LED Flash FeaturesPhase detection, Geo-tagging, Panorama, HDR, Video (1440p@30fps, 1080p@30fps) Front32 MP, f/2.0, (wide), 1/2.8']",https://www.daraz.pk/products/30-8gb-256gb-108mp-5000mah-i428906412-s2045841922.html?search=1
122,123,ZTE,"ZTE Blade A52 - 4GB RAM - 64GB ROM - 6.52"" Inch Display - 5000mAh Battery","Rs. 20,499",4.3,8,27,['6.52 inchesDisplay'],https://www.daraz.pk/products/zte-a52-652-4gb-64gb-i381735451-s2065422665.html?search=1
123,124,Infinix,"Infinix Note 30 Pro , 8GB RAM 256GB ROM , 108MP Main Camera , 5000mAh Battery","Rs. 64,999",5.0,1,1,['1 Year Brand Warranty'],https://www.daraz.pk/products/30-8gb-256gb-108mp-5000mah-i437993832-s2118719724.html?search=1
124,125,Redmi,Redmi Note 12 || 8GB Ram 256GB Rom || 5000mAh Battery,"Rs. 61,499",4.5,8,-,"['General FeaturesRelease Date2023-05-10SIM SupportHybrid Dual SIM (Nano-SIM, dual stand-by)Phone Dimensions165.66 x 75.96 x 7.85 mmPhone Weight183.5gOperating SystemMIUI 14 based on Android 13DisplayScreen Size6.67 inchesScreen Resolution1080 x 2400 pixelsScreen TypeAMOLED Capacitive Touchscreen, MultitouchScreen ProtectionCorning Gorilla Glass 3MemoryInternal Memory128 GBRAM8 GBCard SlotmicroSDXC (uses shared SIM slot)PerformanceProcessorQualcomm Snapdragon 685 (6nm)GPUAdreno 610BatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera13 MPFront Flash LightNoFront Video Recording1080p@30fpsBack Flash LightYesBack Camera50 MP + 8 MP + 2 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioNoWiFiYesNFCNo']",https://www.daraz.pk/products/12-8gb-8gb-256-mah-i433024509-s2071826009.html?search=1
125,126,vivo,vivo V29 5G - 12GB RAM - 256GB ROM - 50MP OIS Camera - In-Display Fingerprint - 80W Flashcharge,"Rs. 159,999",4.4,11,52,['Processor SDM 778G 5G 6nm'],https://www.daraz.pk/products/vivo-v29-5g-12gb-ram-256gb-rom-50mp-ois-camera-in-display-fingerprint-80w-flashcharge-i434170266-s2082489915.html?search=1
126,127,vivo,vivo Y36 - 8GB RAM - 256GB ROM - 50 + 2 MP Rear Camera - 5000mAh Battery,"Rs. 69,999",5.0,1,7,"['Basic', 'Processor', 'Snapdragon 680', 'RAM & ROM', '8 GB + 256 GB', 'Battery', '5000 mAh (TYP)', 'Charging Power', '44W', 'Color', 'Meteor Black', 'Vibrant Gold', 'Operating System', 'Funtouch OS 13 (Based on Android 13)']",https://www.daraz.pk/products/vivo-y36-8gb-ram-256gb-rom-50-2-mp-rear-camera-5000mah-battery-i437888231-s2113531369.html?search=1
127,128,SONY,SONY Xperia 5 - 6GB /64GB- Official PTA Approved - Original & Water Resistant,"Rs. 45,800",5.0,1,-,['CPU Octa-core (1 x 2.84 GHz Kryo 485 + 3 x 2.42 GHz Kryo 485 + 4 x 1.78 GHz Kryo 485)'],https://www.daraz.pk/products/5-6gb64gb-pta-i414197419-s1972768910.html?search=1
128,129,Redmi,"Redmi 12 , 8GB RAM 128GB ROM , 50 MP Main Camera , Fingerprint , 5000mAh Fast Charging","Rs. 42,999",4.5,4,16,"['BuildOSAndroid 13 OS UIMIUI 14 Dimensions168.6 x 76.3 x 8.2 mm Weight198 g SIMHybrid Dual SIM, Dual Standby, (Nano-SIM) ColorsMidnight Black, Sky Blue, Polar Silver Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900']",https://www.daraz.pk/products/12-8gb-128gb-50-mp-5000mah-i433899458-s2081776225.html?search=1
129,130,Itel,"Itel S23 , 8GB RAM 256GB ROM , 50 MP Main Camera , Fingerprint , 5000mAh Battery","Rs. 30,999",3.0,2,6,"['BuildOSAndroid 12 OS UIitel OS 8.6 DimensionsN/A WeightN/A SIMDual Sim, Dual Standby (Nano-SIM) ColorsMystery White Starry Black Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900']",https://www.daraz.pk/products/8gb-s23-256gb-50-mp-5000mah-i433867236-s2081681216.html?search=1
130,131,Tecno,"Tecno Camon 20 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging","Rs. 46,999",5.0,1,4,"['BODYDimension163.4 x 76.7 x 8.2 mm (6.43 x 3.02 x 0.32 in)Color OptionsPredawn Black, Glacier Glow, Serenity BlueBuild MaterialPlasticCertificationIP53 (Splash Proof)ProtectionN/ADISPLAYTypeAMOLEDScreen Size (inch)6.67ResolutionFHDPPI395Refresh Rate90HzPERFORMANCEChipsetMediaTek Helio G85CPUOcta-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55)GPUMali-G52 MC2SlotDedicatedRAM and ROM8GB RAM & 256GB StorageCAMERARear Camera SetupTripleMain Sensor64MPRear Camera Sensor TypeWide,Ultrawide,Depth SensorRear Camera Aperturef/1.7Rear Camera FeaturesRing-LED, panorama, HDRVideo Rec.FHDFront Camera SetupSingleFront Sensor32MPFront Camera Sensor TypeWideFront Camera FeaturesHDR, 1080p@30fps']",https://www.daraz.pk/products/20-8gb-256gb-64mp-5000mah-i429667652-s2045908853.html?search=1
131,132,Xiaomi,Xiaomi 13T || 12GB Ram 256GB Rom || 5000mAh Battery || 67W Fast Charging,"Rs. 169,999",-,No,-,"['General FeaturesRelease Date2023-09-26SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions162.2 x 75.7 x 8.5 mmPhone Weight193 gOperating SystemAndroid 13, MIUI 14DisplayScreen Size6.67 InchesScreen Resolution1220 x 2712 PixelsScreen TypeAMOLEDScreen ProtectionCorning Gorilla Glass 5MemoryInternal Memory256 GBRAM12 GBCard SlotNoPerformanceProcessorMediatek Dimensity 8200 UltraGPUMali-G610 MC6BatteryType5000 mAhCameraFront Camera20 MPFront Flash LightNoFront Video Recording1080p@30fps, HDR10+Back Flash LightYesBack Camera50 MP + 50 MP + 12 MPBack Video Recording4K@30fps (HDR10+), 1080p@30/60/120fps, gyro-EISConnectivityBluetoothYes3GYes4G/LTEYes5GYesRadioNoWiFiYesNFCYes (market/region dependent)']",https://www.daraz.pk/products/13t-12gb-1-000-gb-i433848108-s2081658073.html?search=1
132,133,itel,"itel A17 MOBILE 1GB RAM 16GB ROM 5"" DISPLAY 5MP AI WITH FLASH CAMERA PTA APPROVED WITH ONE YEAR BRAND WARRANTY","Rs. 12,299",4.5,89,85,"['DISPLAY RESOLUTION 5"" .']",https://www.daraz.pk/products/itel-a17-mobile-1gb-ram-16gb-rom-5-display-5mp-ai-with-flash-camera-pta-approved-with-one-year-brand-warranty-i316431939-s1675569659.html?search=1
133,134,Vivo,"Vivo Y17s - 6.56"" Inch Display - 6GB RAM - 128GB ROM","Rs. 43,999",-,No,-,['1 Year Brand Warranty'],https://www.daraz.pk/products/vivo-y17s-656-inch-display-6gb-ram-128gb-rom-i434359810-s2083039016.html?search=1
134,135,Vgotel,Vgotel New 12 - 2GB RAM 64GB ROM - 6.52 Inches Display - 5000mAh Battery,"Rs. 16,999",5.0,1,8,['6.52 inchesDisplay'],https://www.daraz.pk/products/12-2gb-64gb-652-5000mah-i425532202-s2015917650.html?search=1
135,136,Redmi,"Redmi Note 12 Pro - 6.67"" Inch Display - 8GB RAM - 256GB ROM","Rs. 88,799",4.0,8,6,['1 Year Brand Warranty'],https://www.daraz.pk/products/redmi-note-12-pro-667-inch-display-8gb-ram-256gb-rom-i429795970-s2047221383.html?search=1
136,137,Vivo,Vivo Y17S || 6GB+6GB Ram 128GB Rom || 5000mAh Battery,"Rs. 44,999",4.8,5,-,"['General FeaturesRelease Date2023-09-18SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions163.7 x 75.4 x 8.1 mmPhone Weight186 gOperating SystemAndroid 13, Funtouch 13DisplayScreen Size6.56 InchesScreen Resolution720 x 1612 PixelsScreen TypeIPS LCD, 700 nits (peak)Screen ProtectionN/AMemoryInternal Memory128 GBRAM6 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessorMediatek MT6769 Helio G85 Octa-coreGPUMali-G52 MC2BatteryType5000 mAhCameraFront Camera8 MPFront Flash LightN/AFront Video Recording1080p@30fpsBack Flash LightYesBack Camera50 MP + 2 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioFM radioWiFiYesNFCNo']",https://www.daraz.pk/products/y27s-wair-6-6gb-64gb-5000mah-i434207118-s2082927409.html?search=1
137,138,Infinix,Infinix Hot 30 || 8GB Ram 128GB Rom || 5000mAh Battery,"Rs. 39,999",4.7,3,7,"['Brand', 'Infinix']",https://www.daraz.pk/products/30-8gb-128gb-5000mah-i432048376-s2094321959.html?search=1
138,139,Infinix,Infinix Smart 7 4GB Ram 64GB Rom 5000mAh Battery,"Rs. 25,999",4.8,30,-,"['General FeaturesRelease Date2023-02-09SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions163.8 x 75.6 x 8.7 mmPhone Weight188 gOperating SystemAndroid 12DisplayScreen Size6.6 inchesScreen Resolution720 x 1612 pixelsScreen TypeIPS LCD, 500 nitsScreen ProtectionN/AMemoryInternal Memory64 GBRAM4 GBCard SlotmicroSDXC (dedicated slot)PerformanceProcessorHelio A22GPUPowerVR GE8300BatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera5 MPFront Flash LightYesFront Video Recording720p@30fpsBack Flash LightYesBack Camera13 MP + 0.3 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCNo']",https://www.daraz.pk/products/7-4gb-64gb-5000mah-i419531642-s1984081549.html?search=1
139,140,Tecno,Tecno Spark 10 4GB+4GB Ram 128GB Rom 6.6 Inches IPS Display 90Hz 5000 mAh- Fast battery 18W wired,"Rs. 32,999",5.0,1,-,"['General FeaturesRelease Date2023-08-01SIM SupportDual SIM supportPhone Dimensions163.89 x 75.39 x 8.40 mmPhone WeightnullOperating SystemAndroid 13 OSDisplayScreen Size6.6 InchesScreen Resolution720 x 1612 PixelsScreen TypeIPS LCD Capacitive Touchscreen, 16M Colors, MultitouchScreen ProtectionnullMemoryInternal Memory128 GBRAM4 GBCard SlotmicroSD Card, (supports up to 256GB)PerformanceProcessor2.05 Ghz Octa CoreGPUPowerVR GE8320BatteryType5000 mAhCameraFront Camera8 MPFront Flash LightYesFront Video RecordingYesBack Flash LightYesBack Camera50 MP + AIBack Video RecordingYesConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCNo']",https://www.daraz.pk/products/10-4gb-4gb-128gb-66-ips-90hz-5000-mah-18-i436407693-s2095462410.html?search=1
140,141,Samsung,Samsung Galaxy A54 5G || 8GB+8GB Ram 256GB Rom || 5000mAh Battey,"Rs. 139,999",5.0,4,-,"['General FeaturesRelease Date2023-03-15SIM SupportSingle SIM (Nano-SIM, eSIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)Phone Dimensions158.2 x 76.7 x 8.2 mmPhone Weight202 gOperating SystemAndroid 13, One UI 5.1DisplayScreen Size6.4 inchesScreen Resolution1080 x 2340 pixelsScreen TypeSuper AMOLED, 120Hz, HDR10+, 1000 nits (HBM)Screen ProtectionCorning Gorilla Glass 5MemoryInternal Memory256 GBRAM8 GBCard SlotmicroSDXC (uses shared SIM slot)PerformanceProcessorExynos 1380GPUMali-G68 MP5BatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera32 MPFront Flash LightNoFront Video Recording4K@30fps, 1080p@30/60fpsBack Flash LightYesBack Camera12MP + 50MP + 5MPBack Video Recording4K@30fps, 1080p@30/60fps, 720p@480fpsConnectivityBluetoothYes3GYes4G/LTEYes5GYesRadioNoWiFiYesNFCYes (market/region dependent)']",https://www.daraz.pk/products/5g-a54-8gb-8gb-256gb-5000mah-i433354188-s2077723659.html?search=1
141,142,Xiaomi,"Xiaomi Redmi Note 12 Pro RAM 8 GB ROM 256 GB Front Camera 16 MP Back Camera 108 MP + 08 MP + 02 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 95,000",5.0,21,-,"['BuildOSAndroid 13 OS UIMIU1 13 DimensionsN/A WeightN/A SIMDual Sim, Dual Standby (Nano-SIM) ColorsGray, Blue Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900']",https://www.daraz.pk/products/12-8-gb-256-gb-16-mp-5mp-08-mp-02-mp-li-po-108-mah-i429687998-s2046482069.html?search=1
142,143,Redmi,Redmi Note 12 Pro - 8GB Ram 256GB Rom - 5000mAh Battery,"Rs. 88,999",4.8,4,-,"['General FeaturesRelease Date2023-08-14SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions164.20 x 76.1 x 8.12 mmPhone Weight201.8 gOperating SystemMIUI 13, based on Android 11DisplayScreen Size6.67 InchesScreen Resolution2400 x 1080Screen TypeFHD+ AMOLED DotDisplayScreen ProtectionCorning Gorilla Glass 5MemoryInternal Memory256 GBRAM8 GBCard SlotExpandable storage up to 1TBPerformanceProcessorSnapdragon® 732G Octa-core CPU, up to 2.2GHzGPUQualcomm® Adreno™ 618BatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera16 MPFront Flash LightNoFront Video Recording1080p 1920x1080 | 30fps 720p 1280x720 | 30fpsBack Flash LightYesBack Camera108 MP + 08 MP + 02 MPBack Video Recording4K 3840x2160 | 30fps 1080p 1920x1080 | 60fps 1080p 1920x1080 | 30fps 720p 1280x720 | 30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioNoWiFiYesNFCYes (market/region dependent)']",https://www.daraz.pk/products/12-8gb-256gb-5000mah-i429700273-s2077728217.html?search=1
143,144,itel,itel S23 6.6″ HD+ Display | Up to 16+128GB Storage with Memory Fusion | Color Changing Design | 50 MP AI Camera,"Rs. 30,499",4.6,5,39,"['6.6"" HD+ IPS Display']",https://www.daraz.pk/products/itel-s23-66-hd-display-up-to-16128gb-storage-with-memory-fusion-color-changing-design-50-mp-ai-camera-i424775876-s2012509103.html?search=1
144,145,Xiaomi,"Xiaomi Redmi 12 , 8GB RAM 128GB ROM , 50 MP Main Camera , Fingerprint , 5000mAh Fast Charging","Rs. 42,999",5.0,3,6,"['BuildOSAndroid 13 OS UIMIUI 14 Dimensions168.6 x 76.3 x 8.2 mm Weight198 g SIMHybrid Dual SIM, Dual Standby, (Nano-SIM) ColorsMidnight Black, Sky Blue, Polar Silver Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900']",https://www.daraz.pk/products/12-8gb-128gb-50-mp-5000mah-i436379657-s2095426645.html?search=1
145,146,Xiaomi,Xiaomi Poco X5 Pro 5G || 8GB Ram 256GB Rom || 5000mAh Battery,"Rs. 109,999",-,No,-,"['General FeaturesRelease Date2023-02-06SIM SupportDual SIM (Nano-SIM, dual stand-by)Phone Dimensions162.9 x 76 x 7.9 mmPhone Weight181 gOperating SystemAndroid 12, MIUI 14DisplayScreen Size6.67 inchesScreen Resolution1080 x 2400 pixelsScreen TypeAMOLED, 1B colors, 120Hz, Dolby Vision, HDR10+, 500 nits (typ), 900 nits (HBM)Screen ProtectionCorning Gorilla Glass 5MemoryInternal Memory256 GBRAM8 GBCard SlotNoPerformanceProcessorQualcomm SM7325 Snapdragon 778G 5GGPUAdreno 642 LBatteryTypeLi-Po 5000 mAh, non-removableCameraFront Camera16 MPFront Flash LightNoFront Video Recording1080p@30/60fpsBack Flash LightYesBack Camera108 MP + 8 MP + 2 MPBack Video Recording4K@30fps, 1080p@30/60/120fps, gyro-EISConnectivityBluetoothYes3GYes4G/LTEYes5GYesRadioNoWiFiYesNFCYes (market/region dependent)']",https://www.daraz.pk/products/x5-5g-wach-8gb-256gb-wach-5000mah-i432534350-s2064853630.html?search=1
146,147,Itel,Itel A60s || 4GB RAM 128GB ROM || 8MP camera || 5000 mAh bettery || PTA approved || 1year brand warranty,"Rs. 23,999",4.5,8,35,"['ItelA 60S Spacifications SIM Support Dual Sim, Dual Standby (Nano-SIM) Phone Dimensions N/A Phone Weight N/A Operating System Android 12 OS Display Screen Size 6.6 Inches Screen Resolution 720 x 1612 Pixels Screen Type IPS LCD Screen Protection N/A Memory Internal Memory 4/ 8 GB RAM 64/ 128 GB Card Slot microSD Card, (supports up to 128GB) Camera Front Camera 5 MP Front Flash Light N/A Front Video Recording Yes Back Flash Light Yes Back Camera 8 MP + AI Cam Back Video Recording Yes Connectivity Bluetooth Yes 3G Yes 4G/LTE Yes 5G No Radio N/A WiFi Yes NFC No Performance Processor null GPU null']",https://www.daraz.pk/products/itel-a60s-4gb-ram-128gb-rom-8mp-camera-5000-mah-bettery-pta-approved-1year-brand-warranty-i431458634-s2057536404.html?search=1
147,148,Infinix,"Infinix Hot 30 Play , 4GB RAM 64GB ROM , 16MP Main Camera , Fingersensor , 6000mAh Fast charging 18W","Rs. 31,999",4.9,17,29,['6.82 inchesDisplay'],https://www.daraz.pk/products/30-4gb-64gb-16mp-6000mah-18-i432095802-s2064256391.html?search=1
148,149,Tecno,Tecno Spark 10 Pro 8GB Ram 128GB Memory,"Rs. 35,989",5.0,1,-,"['Tecno Spark 10 Pro detailed specificationsBuildOSAndroid 13 OS UIHIOS 12.6 Dimensions164.6 x 76.2 x 8.4mm Weight208 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsStarry Black, Pearl White, Lunar eclipseFrequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900']",https://www.daraz.pk/products/10-8gb-128gb-i433100352-s2101365521.html?search=1
149,150,VGOTEL,VGOTEL NEW12 - 2GB+1GB RAM 64GB ROM - 5000 mAh Battery,"Rs. 16,299",3.5,4,8,"['General FeaturesRelease Date2023-06-20SIM SupportDual SimPhone Dimensions164.5 x 76 x 9.1mmPhone WeightN/AOperating SystemAndroid 12 (Go Edition)DisplayScreen Size6.52 inchesScreen Resolution720 ×1600 PixelsScreen TypeHD+ IPS (Drop Notch)Screen ProtectionNoMemoryInternal Memory64 GBRAM2 GB RAM + 1 GB ExtendedCard SlotSupports up to 128GBPerformanceProcessorQuad-Core 2.0GHz, 12nmGPUGE8300BatteryType5000 mAhCameraFront Camera5 MPFront Flash LightNoFront Video RecordingYesBack Flash LightYesBack Camera13 MP Dual AI CameraBack Video RecordingYesConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioNoWiFiYesNFCNo']",https://www.daraz.pk/products/ew12-1gb-2gb-64gb-5000-mah-i425938597-s2030859267.html?search=1
150,151,Realme,"Realme Narzo 50A Prime - 6.6"" Inch Display - 4GB RAM - 64GB & 128GB ROM","Rs. 30,590",4.6,7,12,['1 Year Brand Warranty'],https://www.daraz.pk/products/realme-narzo-50a-prime-66-inch-display-4gb-ram-64gb-rom-i424261990-s2010226269.html?search=1
151,152,Infinix,"Infinix Note 30 - 8GB RAM 128/256GB ROM - 6.78"" FHD+ Eye-care Display with 120Hz Dynamic Refresh Rate","Rs. 47,499",5.0,2,24,['PTA Approved'],https://www.daraz.pk/products/30-8gb-1-000-gb-fhd-128-hz-i429297582-s2056907678.html?search=1
152,153,Tecno,Tecno POVA 5 Pro 5G 256GB ROM + 8GB RAM 5000mAh Mega Battery Pta Approevd Official Brand Warranty,"Rs. 57,599",-,No,-,['Drak Illusion/Silver Fantasy'],https://www.daraz.pk/products/tecno-pova-5-pro-5g-256gb-rom-8gb-ram-5000mah-mega-battery-pta-approevd-official-brand-warranty-i436995460-s2101833767.html?search=1
153,154,itel,itel S23 4G || 8GB+8GB Ram 128GB Rom || 5000mAh Battery,"Rs. 30,999",5.0,1,-,"['General FeaturesRelease Date2023-06-14SIM SupportDual Sim, Dual Standby (Nano-SIM)Phone DimensionsN/APhone WeightN/AOperating SystemAndroid 12 OSDisplayScreen Size6.6 InchesScreen Resolution720 x 1600 Pixels )Screen TypeIPS LCD Capacitive Touchscreen, 16M Colors, MultitouchScreen ProtectionN/AMemoryInternal Memory128 GBRAM8 GBCard SlotmicroSD Card, (supports up to 256GB)PerformanceProcessorOcta-Core (2x 2.0 GHz Cortex-A75 + 6 x 1.6GHz Cortex-A55)GPUMali-G57 MP1BatteryType5000 mAhCameraFront Camera8 MPFront Flash LightNoFront Video RecordingYesBack Flash LightYesBack Camera50 MP + 2 MPBack Video Recording1080p@30fpsConnectivityBluetoothYes3GYes4G/LTEYes5GNoRadioYesWiFiYesNFCNo']",https://www.daraz.pk/products/s23-4g-wach-8gb-8gb-128gb-5000mah-i430269791-s2049929526.html?search=1
154,155,Sparx,"Sparx Neo 7 Ultra 128GB ROM 8GB RAM Battery: 5000mAh Display: 6.52"" PTA APPROVED OFFICIAL BRAND WARRANTY","Rs. 34,999",-,No,1,['• 6 inch Full HD display with Corning Gorilla Glass 5'],https://www.daraz.pk/products/7-128gb-8gb-5000mah-652-pta-i437983553-s2118069843.html?search=1
155,156,Samsung,"Samsung Galaxy A33 5G - 6.4"" Inch Display - 6GB RAM - 128GB ROM","Rs. 99,999",4.1,10,28,['1 Year Brand Warranty'],https://www.daraz.pk/products/samsung-galaxy-a33-5g-64-inch-display-6gb-ram-128gb-rom-i355314416-s1790261213.html?search=1
156,157,Infinix,Infinix Hot 30 8GB Ram 128GB Memory,"Rs. 35,989",4.6,5,-,"['Infinix Hot 30 detailed specificationsBuildOSAndroid 13 OS UIXOS 12.6 Dimensions168.7 x 76.6 x 8.4 mm Weight196 g SIMDual Sim, Dual Standby (Nano-SIM) ColorsRacing Black, Surfing Green, Sonic White, Free Fire Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900']",https://www.daraz.pk/products/30-8gb-128gb-i433096778-s2101355619.html?search=1
157,158,Galaxy,Galaxy A04s 4GB RAM-128GB ROM PTA APPROVED OFFICIAL BRAND WARRANNTY,"Rs. 38,999",3.0,7,-,[''],https://www.daraz.pk/products/galaxy-a04s-4gb-ram-128gb-rom-pta-approved-official-brand-warrannty-i424949489-s2012640593.html?search=1
158,159,Samsung,"Samsung Galaxy A04s - 6.5"" Inch Display - 4GB RAM","Rs. 35,499",4.0,5,16,['1 Year Brand Warranty'],https://www.daraz.pk/products/samsung-galaxy-a04s-65-inch-display-4gb-ram-i425228046-s2014039688.html?search=1
159,160,Samsung,"Samsung Galaxy A13 - 6.6"" FHD+ Display - 50MP Main Camera - 8MP Selfie Camera - 4GB RAM - 64/128GB ROM - 5000MAH Battery","Rs. 43,999",5.0,4,27,"['Stylish look, comfortable hold']",https://www.daraz.pk/products/a13-fhd-50mp-8mp-4gb-6466-gb-128-mah-i289276492-s1555271189.html?search=1
160,161,Tecno,Tecno Spark 10 Pro 8+256GB || 50MP Rear Camera || 1 Year brand warranty || PTA Approved,"Rs. 36,499",-,No,2,"['Considering all the latest features and specifications that it has, it might be considered to be the high-end variant of this series based on the leaks and news.']",https://www.daraz.pk/products/tecno-spark-10-pro-8256gb-50mp-rear-camera-1-year-brand-warranty-pta-approved-i437382534-s2103498847.html?search=1
161,162,vivo,"vivo Y02t - 4GB RAM - 64GB ROM - 6.51"" Display - 5000mAh Battery","Rs. 29,999",4.7,20,25,"['Basic', 'Processor', 'Helio P35', 'RAM', '4 GB', 'ROM', '64 GB', 'Battery', '5000 mAh (TYP)', 'Color', 'Orchid Blue, Cosmic Grey']",https://www.daraz.pk/products/vivo-y02t-4gb-ram-64gb-rom-651-display-5000mah-battery-i427279605-s2028398545.html?search=1
162,163,Xiaomi,Xiaomi Redmi 12 RAM 8 GB ROM 128 GB Front Camera 8 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type 5000 mAh,"Rs. 42,990",4.7,15,-,"['BuildOSAndroid 13 OS UIMIUI 14 Dimensions168.6 x 76.3 x 8.2 mm Weight198 g SIMHybrid Dual SIM, Dual Standby, (Nano-SIM) ColorsMidnight Black, Sky Blue, Polar Silver Frequency2G BandSIM1: GSM 850 / 900 / 1800 / 1900']",https://www.daraz.pk/products/12-8-gb-128-gb-8-mp-50-mp-8-mp-2-mp-2-mah-i432579284-s2065194403.html?search=1
163,164,Digit,"Digit Infinity -6.5 Inches HD+, Waterdrop Display-2GB, 32GB-Dual Sim 4G","Rs. 16,499",-,No,4,['1 Year Brand Warranty'],https://www.daraz.pk/products/digit-infinity-65-inches-hd-waterdrop-display-2gb-32gb-dual-sim-4g-i429999208-s2047724755.html?search=1
